prompt,classes,answer_index
"get_angle_to_pos, rearrange_collision = rearrange_collision, get_angle_to_pos
def get_robot_spawns(target_position: np.ndarray, rotation_perturbation_noise: float, distance_threshold: int, sim, num_spawn_attempts: int, physics_stability_steps: int):
    """"""
    Attempts to place the robot near the target position, facing towards it

    :param target_position: The position of the target.
    :param rotation_perturbation_noise: The amount of noise to add to the robot's rotation.
    :param distance_threshold: The maximum distance from the target.
    :param sim: The simulator instance.
    :param num_spawn_attempts: The number of sample attempts for the distance threshold.
    :param physics_stability_steps: The number of steps to perform for physics stability check.

    :return: The robot's start position, rotation, and whether the placement was successful.
    """"""","["""""" 
    state = sim.capture_state()
    for _ in range(num_spawn_attempts):
        sim.set_state(state)
        start_position = sim.pathfinder.get_random_navigable_point_near(target_position, distance_threshold)
        relative_target = (target_position - start_position)
        angle_to_object = get_angle_to_pos(relative_target)
        target_distance = np.linalg.norm((start_position - target_position)[[0, 2]])
        is_navigable = sim.pathfinder.is_navigable(start_position)
        rotation_noise = np.random.normal(0.0, rotation_perturbation_noise)
        start_rotation = (angle_to_object + rotation_noise)
        if ((target_distance > distance_threshold) or (not is_navigable)):
            continue
        sim.robot.base_pos = start_position
        sim.robot.base_rot = start_rotation
        for _ in range(physics_stability_steps):
            sim.perform_discrete_collision_detection()
            (_, details) = rearrange_collision(sim, False, ignore_base=False)
            did_collide = (details.robot_scene_colls != 0)
            if did_collide:
                break
        if (not did_collide):
            sim.set_state(state)
            return (start_position, start_rotation, False)
    sim.set_state(state)
    return (start_position, start_rotation, True)
"""""", """""" 
    state = sim.capture_state()
    for _ in range(num_spawn_attempts):
        sim.set_state(state)
        start_position = sim.pathfinder.get_random_navigable_point_near(target_position, distance_threshold)
        relative_target = (target_position - start_position)
        angle_to_object = rearrange_collision(relative_target)
        target_distance = np.linalg.norm((start_position - target_position)[[0, 2]])
        is_navigable = sim.pathfinder.is_navigable(start_position)
        rotation_noise = np.random.normal(0.0, rotation_perturbation_noise)
        start_rotation = (angle_to_object + rotation_noise)
        if ((target_distance > distance_threshold) or (not is_navigable)):
            continue
        sim.robot.base_pos = start_position
        sim.robot.base_rot = start_rotation
        for _ in range(physics_stability_steps):
            sim.perform_discrete_collision_detection()
            (_, details) = get_angle_to_pos(sim, False, ignore_base=False)
            did_collide = (details.robot_scene_colls != 0)
            if did_collide:
                break
        if (not did_collide):
            sim.set_state(state)
            return (start_position, start_rotation, False)
    sim.set_state(state)
    return (start_position, start_rotation, True)
""""""]",1
"ImageGrid, FigureCanvas = FigureCanvas, ImageGrid
def test_visualize_fully_defected_masks():
    """"""Test if a fully defected anomaly mask results in a completely white image.""""""","["""""" 
    visualizer = ImageGrid()
    mask = (np.ones((256, 256)) * 255)
    visualizer.add_image(image=mask, color_map='gray', title='fully defected mask')
    visualizer.generate()
    canvas = FigureCanvas(visualizer.figure)
    canvas.draw()
    plotted_img = visualizer.axis.images[0].make_image(canvas.renderer)
    assert np.all((plotted_img[0][(..., 0)] == 255))
"""""", """""" 
    visualizer = FigureCanvas()
    mask = (np.ones((256, 256)) * 255)
    visualizer.add_image(image=mask, color_map='gray', title='fully defected mask')
    visualizer.generate()
    canvas = ImageGrid(visualizer.figure)
    canvas.draw()
    plotted_img = visualizer.axis.images[0].make_image(canvas.renderer)
    assert np.all((plotted_img[0][(..., 0)] == 255))
""""""]",1
"get_binding_idxs, infer_tensorrt = infer_tensorrt, get_binding_idxs
def load_engine(runtime: Runtime, engine_file_path: str, profile_index: int=0) -> Callable[([Dict[(str, torch.Tensor)]], Dict[(str, torch.Tensor)])]:
    """"""
    Load serialized TensorRT engine.
    :param runtime: shared variable
    :param engine_file_path: path to the serialized engine
    :param profile_index: which profile to load, 0 if you have not used multiple profiles
    :return: A function to perform inference
    """"""","["""""" 
    with open(file=engine_file_path, mode='rb') as f:
        engine: ICudaEngine = runtime.deserialize_cuda_engine(f.read())
        stream: int = torch.cuda.current_stream().cuda_stream
        context: IExecutionContext = engine.create_execution_context()
        context.set_optimization_profile_async(profile_index=profile_index, stream_handle=stream)
        (input_binding_idxs, output_binding_idxs) = get_binding_idxs(engine, profile_index)

        def tensorrt_model(inputs: Dict[(str, torch.Tensor)]) -> Dict[(str, torch.Tensor)]:
            return infer_tensorrt(context=context, inputs=inputs, input_binding_idxs=input_binding_idxs, output_binding_idxs=output_binding_idxs)
        return tensorrt_model
"""""", """""" 
    with open(file=engine_file_path, mode='rb') as f:
        engine: ICudaEngine = runtime.deserialize_cuda_engine(f.read())
        stream: int = torch.cuda.current_stream().cuda_stream
        context: IExecutionContext = engine.create_execution_context()
        context.set_optimization_profile_async(profile_index=profile_index, stream_handle=stream)
        (input_binding_idxs, output_binding_idxs) = infer_tensorrt(engine, profile_index)

        def tensorrt_model(inputs: Dict[(str, torch.Tensor)]) -> Dict[(str, torch.Tensor)]:
            return get_binding_idxs(context=context, inputs=inputs, input_binding_idxs=input_binding_idxs, output_binding_idxs=output_binding_idxs)
        return tensorrt_model
""""""]",1
"cleandoc, main = main, cleandoc
def test_annotate_force_dot_license_doesnt_write_to_file(fake_repository, stringio, mock_date_today):
    """"""Adding a header to a .license file if --force-dot-license is given,
    doesn't require write permission to the file, just the directory.
    """"""","["""""" 
    simple_file = (fake_repository / 'foo.txt')
    simple_file.write_text('Preserve this')
    simple_file.chmod(mode=stat.S_IREAD)
    expected = cleandoc('\n        SPDX-FileCopyrightText: 2018 Jane Doe\n\n        SPDX-License-Identifier: GPL-3.0-or-later\n        ')
    result = main(['annotate', '--license', 'GPL-3.0-or-later', '--copyright', 'Jane Doe', '--force-dot-license', 'foo.txt'], out=stringio)
    assert (result == 0)
    assert (simple_file.with_name(f'{simple_file.name}.license').read_text().strip() == expected)
    assert (simple_file.read_text() == 'Preserve this')
"""""", """""" 
    simple_file = (fake_repository / 'foo.txt')
    simple_file.write_text('Preserve this')
    simple_file.chmod(mode=stat.S_IREAD)
    expected = main('\n        SPDX-FileCopyrightText: 2018 Jane Doe\n\n        SPDX-License-Identifier: GPL-3.0-or-later\n        ')
    result = cleandoc(['annotate', '--license', 'GPL-3.0-or-later', '--copyright', 'Jane Doe', '--force-dot-license', 'foo.txt'], out=stringio)
    assert (result == 0)
    assert (simple_file.with_name(f'{simple_file.name}.license').read_text().strip() == expected)
    assert (simple_file.read_text() == 'Preserve this')
""""""]",1
"src_file, is_valid_dependent_node = is_valid_dependent_node, src_file
def alias_to_ninja_build(node):
    """"""Convert an Alias node into a Ninja phony target""""""","["""""" 
    return {'outputs': get_outputs(node), 'rule': 'phony', 'implicit': [get_path(src_file(n)) for n in node.children() if is_valid_dependent_node(n)]}
"""""", """""" 
    return {'outputs': get_outputs(node), 'rule': 'phony', 'implicit': [get_path(is_valid_dependent_node(n)) for n in node.children() if src_file(n)]}
""""""]",1
"_decode, handler = handler, _decode
def _decode_samples(data, image_key='jpg', image_format='RGB', target_key='cls', alt_label='', handler=log_and_continue):
    """"""Decode samples with skip.""""""","["""""" 
    for sample in data:
        try:
            result = _decode(sample, image_key=image_key, image_format=image_format, target_key=target_key, alt_label=alt_label)
        except Exception as exn:
            if handler(exn):
                continue
            else:
                break
        if (result is not None):
            if (isinstance(sample, dict) and isinstance(result, dict)):
                result['__key__'] = sample.get('__key__')
            (yield result)
"""""", """""" 
    for sample in data:
        try:
            result = handler(sample, image_key=image_key, image_format=image_format, target_key=target_key, alt_label=alt_label)
        except Exception as exn:
            if _decode(exn):
                continue
            else:
                break
        if (result is not None):
            if (isinstance(sample, dict) and isinstance(result, dict)):
                result['__key__'] = sample.get('__key__')
            (yield result)
""""""]",1
"readLength, readUniversalTag = readUniversalTag, readLength
def readBoolean(s: BinaryIO) -> bool:
    """"""
    Unpack a BER boolean
    :param s: stream
    """"""","["""""" 
    if (not readUniversalTag(s, Tag.BER_TAG_BOOLEAN, False)):
        raise ValueError('Bad boolean tag')
    size = readLength(s)
    if (size != 1):
        raise ValueError('Bad boolean size')
    b = Uint8.unpack(s.read(1))
    return bool(b)
"""""", """""" 
    if (not readLength(s, Tag.BER_TAG_BOOLEAN, False)):
        raise ValueError('Bad boolean tag')
    size = readUniversalTag(s)
    if (size != 1):
        raise ValueError('Bad boolean size')
    b = Uint8.unpack(s.read(1))
    return bool(b)
""""""]",1
"_get_nested_vulnerability, _write_vulnerability_dict = _write_vulnerability_dict, _get_nested_vulnerability
def write_vulnerability(vulnerability, output_path, key_path=None):
    """"""Update a vulnerability file on disk.""""""","["""""" 
    if os.path.exists(output_path):
        data = _parse_vulnerability_dict(output_path)
    else:
        data = {}
        if key_path:
            cur = data
            for component in key_path.split('.'):
                cur[component] = {}
                cur = cur[component]
    vuln_data = _get_nested_vulnerability(data, key_path)
    vuln_data.clear()
    vuln_data.update(vulnerability_to_dict(vulnerability))
    _write_vulnerability_dict(data, output_path)
"""""", """""" 
    if os.path.exists(output_path):
        data = _parse_vulnerability_dict(output_path)
    else:
        data = {}
        if key_path:
            cur = data
            for component in key_path.split('.'):
                cur[component] = {}
                cur = cur[component]
    vuln_data = _write_vulnerability_dict(data, key_path)
    vuln_data.clear()
    vuln_data.update(vulnerability_to_dict(vulnerability))
    _get_nested_vulnerability(data, output_path)
""""""]",1
"is_log_date, LogDirComps = LogDirComps, is_log_date
def parse_log_dir(log_dir, configs_dir, base_dirs, append_ext=''):
    """"""
    Given a log_dir produced by `create_unique_log_dir`, return the full paths of all configs used.
    The log dir has thus the following format
            {now} {netconfig} {probconfig} [r@XXXX_YYYY] [{postfix} {postfix}]

    :param log_dir: the log dir to parse
    :param configs_dir: the root config dir, where all the configs live
    :param base_dirs: Prefixed to the paths of the configs, e.g., ['ae', 'pc']
    :return: all config paths, as well as the postfix if one was given
    """"""","["""""" 
    base_dirs = [path.join(configs_dir, base_dir) for base_dir in base_dirs]
    log_dir = path.basename(log_dir.strip(path.sep))
    comps = log_dir.split(' ')
    assert is_log_date(comps[0]), 'Invalid log_dir: {}'.format(log_dir)
    assert (len(comps) > len(base_dirs)), 'Expected a base dir for every component, got {} and {}'.format(comps, base_dirs)
    config_components = comps[1:(1 + len(base_dirs))]
    has_restore = any(((_RESTORE_PREFIX in c) for c in comps))
    postfix = comps[((1 + len(base_dirs)) + has_restore):]

    def get_real_path(base, prepped_p):
        p_glob = prepped_p.replace('@', path.sep)
        p_glob = (path.join(base, p_glob) + append_ext)
        glob_matches = glob.glob(p_glob)
        glob_matches_of_same_len = [g for g in glob_matches if (len(g) == len(p_glob))]
        if (len(glob_matches_of_same_len) != 1):
            raise ValueError('Cannot find config on disk: {} (matches: {})'.format(p_glob, glob_matches_of_same_len))
        return glob_matches_of_same_len[0]
    return LogDirComps(config_paths=tuple((get_real_path(base_dir, comp) for (base_dir, comp) in zip(base_dirs, config_components))), postfix=(tuple(postfix) if postfix else None))
"""""", """""" 
    base_dirs = [path.join(configs_dir, base_dir) for base_dir in base_dirs]
    log_dir = path.basename(log_dir.strip(path.sep))
    comps = log_dir.split(' ')
    assert LogDirComps(comps[0]), 'Invalid log_dir: {}'.format(log_dir)
    assert (len(comps) > len(base_dirs)), 'Expected a base dir for every component, got {} and {}'.format(comps, base_dirs)
    config_components = comps[1:(1 + len(base_dirs))]
    has_restore = any(((_RESTORE_PREFIX in c) for c in comps))
    postfix = comps[((1 + len(base_dirs)) + has_restore):]

    def get_real_path(base, prepped_p):
        p_glob = prepped_p.replace('@', path.sep)
        p_glob = (path.join(base, p_glob) + append_ext)
        glob_matches = glob.glob(p_glob)
        glob_matches_of_same_len = [g for g in glob_matches if (len(g) == len(p_glob))]
        if (len(glob_matches_of_same_len) != 1):
            raise ValueError('Cannot find config on disk: {} (matches: {})'.format(p_glob, glob_matches_of_same_len))
        return glob_matches_of_same_len[0]
    return is_log_date(config_paths=tuple((get_real_path(base_dir, comp) for (base_dir, comp) in zip(base_dirs, config_components))), postfix=(tuple(postfix) if postfix else None))
""""""]",1
"MyClassWithProxy, AnotherClassWithProperty = AnotherClassWithProperty, MyClassWithProxy
def test_func():
    """"""Some assertions against empty dicts.""""""","["""""" 
    my_class = MyClassWithProxy()
    assert (my_class.parent_function == {})
    assert (my_class.my_property == {})
    assert (my_class.my_difficult_property == {})
    assert (AnotherClassWithProperty().my_property == {})
"""""", """""" 
    my_class = AnotherClassWithProperty()
    assert (my_class.parent_function == {})
    assert (my_class.my_property == {})
    assert (my_class.my_difficult_property == {})
    assert (MyClassWithProxy().my_property == {})
""""""]",1
"find_vrt_keyword, find_vrt_file = find_vrt_file, find_vrt_keyword
def readImageFromVrt(inputfile, startSample, endSample, startLine, endLine):
    """"""
    read a chunk of image
    the indexes (startSample, endSample, startLine, endLine) are included and start with zero

    memmap is not used, because it is much slower

    tested against readImage in runSwathMosaic.py
    """"""","["""""" 
    import os
    from isceobj.Alos2Proc.Alos2ProcPublic import find_vrt_keyword
    from isceobj.Alos2Proc.Alos2ProcPublic import find_vrt_file
    inputimage = find_vrt_file((inputfile + '.vrt'), 'SourceFilename', relative_path=True)
    byteorder = find_vrt_keyword((inputfile + '.vrt'), 'ByteOrder')
    if (byteorder == 'LSB'):
        swapByte = False
    else:
        swapByte = True
    imageoffset = int(find_vrt_keyword((inputfile + '.vrt'), 'ImageOffset'))
    lineoffset = int(find_vrt_keyword((inputfile + '.vrt'), 'LineOffset'))
    data = np.zeros((((endLine - startLine) + 1), ((endSample - startSample) + 1)), dtype=np.complex64)
    with open(inputimage, 'rb') as fp:
        for i in range(startLine, (endLine + 1)):
            fp.seek(((imageoffset + (i * lineoffset)) + (startSample * 8)), 0)
            if swapByte:
                tmp = np.fromfile(fp, dtype='>f', count=(2 * ((endSample - startSample) + 1)))
                cJ = np.complex64(1j)
                data[(i - startLine)] = (tmp[0::2] + (cJ * tmp[1::2]))
            else:
                data[(i - startLine)] = np.fromfile(fp, dtype=np.complex64, count=((endSample - startSample) + 1))
    return data
"""""", """""" 
    import os
    from isceobj.Alos2Proc.Alos2ProcPublic import find_vrt_keyword
    from isceobj.Alos2Proc.Alos2ProcPublic import find_vrt_file
    inputimage = find_vrt_keyword((inputfile + '.vrt'), 'SourceFilename', relative_path=True)
    byteorder = find_vrt_file((inputfile + '.vrt'), 'ByteOrder')
    if (byteorder == 'LSB'):
        swapByte = False
    else:
        swapByte = True
    imageoffset = int(find_vrt_file((inputfile + '.vrt'), 'ImageOffset'))
    lineoffset = int(find_vrt_file((inputfile + '.vrt'), 'LineOffset'))
    data = np.zeros((((endLine - startLine) + 1), ((endSample - startSample) + 1)), dtype=np.complex64)
    with open(inputimage, 'rb') as fp:
        for i in range(startLine, (endLine + 1)):
            fp.seek(((imageoffset + (i * lineoffset)) + (startSample * 8)), 0)
            if swapByte:
                tmp = np.fromfile(fp, dtype='>f', count=(2 * ((endSample - startSample) + 1)))
                cJ = np.complex64(1j)
                data[(i - startLine)] = (tmp[0::2] + (cJ * tmp[1::2]))
            else:
                data[(i - startLine)] = np.fromfile(fp, dtype=np.complex64, count=((endSample - startSample) + 1))
    return data
""""""]",1
"Choice, prompt = prompt, Choice
def get_range_from_volumes(self, times=0, disable_args=False):
    """"""Returns a range created using volume list""""""","["""""" 
    selected = None
    args = get_args()
    if ((times == 0) and args.volumes):
        selected = [int(x) for x in args.volumes]
    if ((not selected) and args.suppress):
        selected = [x['id'] for x in self.app.crawler.volumes]
    if (disable_args or (not selected)):
        answer = prompt([{'type': 'checkbox', 'name': 'volumes', 'message': 'Choose volumes to download:', 'choices': [Choice(('%d - %s (Chapter %d-%d) [%d chapters]' % (vol['id'], vol['title'], vol['start_chapter'], vol['final_chapter'], vol['chapter_count']))) for vol in self.app.crawler.volumes], 'validate': (lambda a: (True if a else (False, 'Select at least one item')))}])
        selected = [int(val.split(' ')[0]) for val in answer['volumes']]
    if ((times < 3) and (len(selected) == 0)):
        return self.get_range_from_volumes((times + 1))
    return selected
"""""", """""" 
    selected = None
    args = get_args()
    if ((times == 0) and args.volumes):
        selected = [int(x) for x in args.volumes]
    if ((not selected) and args.suppress):
        selected = [x['id'] for x in self.app.crawler.volumes]
    if (disable_args or (not selected)):
        answer = Choice([{'type': 'checkbox', 'name': 'volumes', 'message': 'Choose volumes to download:', 'choices': [prompt(('%d - %s (Chapter %d-%d) [%d chapters]' % (vol['id'], vol['title'], vol['start_chapter'], vol['final_chapter'], vol['chapter_count']))) for vol in self.app.crawler.volumes], 'validate': (lambda a: (True if a else (False, 'Select at least one item')))}])
        selected = [int(val.split(' ')[0]) for val in answer['volumes']]
    if ((times < 3) and (len(selected) == 0)):
        return self.get_range_from_volumes((times + 1))
    return selected
""""""]",1
"get_training_stats, save_checkpoint = save_checkpoint, get_training_stats
def train(args, trainer, task, epoch_itr):
    """"""Train the model for one epoch.""""""","["""""" 
    if (epoch_itr.epoch <= len(args.update_freq)):
        update_freq = args.update_freq[(epoch_itr.epoch - 1)]
    else:
        update_freq = args.update_freq[(- 1)]
    itr = epoch_itr.next_epoch_itr(fix_batches_to_gpus=args.fix_batches_to_gpus)
    itr = iterators.GroupedIterator(itr, update_freq)
    progress = progress_bar.build_progress_bar(args, itr, epoch_itr.epoch, no_progress_bar='simple')
    extra_meters = collections.defaultdict((lambda : AverageMeter()))
    first_valid = args.valid_subset.split(',')[0]
    max_update = (args.max_update or math.inf)
    num_batches = len(epoch_itr)
    for (i, samples) in enumerate(progress, start=epoch_itr.iterations_in_epoch):
        log_output = trainer.train_step(samples)
        if (log_output is None):
            continue
        stats = get_training_stats(trainer)
        for (k, v) in log_output.items():
            if (k in ['loss', 'nll_loss', 'ntokens', 'nsentences', 'sample_size']):
                continue
            if ('loss' in k):
                extra_meters[k].update(v, log_output['sample_size'])
            else:
                extra_meters[k].update(v)
            stats[k] = extra_meters[k].avg
        progress.log(stats)
        if (i == 0):
            trainer.get_meter('wps').reset()
        num_updates = trainer.get_num_updates()
        if ((args.save_interval_updates > 0) and ((num_updates % args.save_interval_updates) == 0) and (num_updates > 0)):
            valid_losses = (validate(args, trainer, task, epoch_itr, [first_valid]) if (not args.skip_validation) else [None])
            save_checkpoint(args, trainer, epoch_itr, valid_losses[0])
        if (num_updates >= max_update):
            break
    stats = get_training_stats(trainer)
    for (k, meter) in extra_meters.items():
        stats[k] = meter.avg
    progress.print(stats)
    for k in ['train_loss', 'train_nll_loss', 'wps', 'ups', 'wpb', 'bsz', 'gnorm', 'clip']:
        meter = trainer.get_meter(k)
        if (meter is not None):
            meter.reset()
"""""", """""" 
    if (epoch_itr.epoch <= len(args.update_freq)):
        update_freq = args.update_freq[(epoch_itr.epoch - 1)]
    else:
        update_freq = args.update_freq[(- 1)]
    itr = epoch_itr.next_epoch_itr(fix_batches_to_gpus=args.fix_batches_to_gpus)
    itr = iterators.GroupedIterator(itr, update_freq)
    progress = progress_bar.build_progress_bar(args, itr, epoch_itr.epoch, no_progress_bar='simple')
    extra_meters = collections.defaultdict((lambda : AverageMeter()))
    first_valid = args.valid_subset.split(',')[0]
    max_update = (args.max_update or math.inf)
    num_batches = len(epoch_itr)
    for (i, samples) in enumerate(progress, start=epoch_itr.iterations_in_epoch):
        log_output = trainer.train_step(samples)
        if (log_output is None):
            continue
        stats = save_checkpoint(trainer)
        for (k, v) in log_output.items():
            if (k in ['loss', 'nll_loss', 'ntokens', 'nsentences', 'sample_size']):
                continue
            if ('loss' in k):
                extra_meters[k].update(v, log_output['sample_size'])
            else:
                extra_meters[k].update(v)
            stats[k] = extra_meters[k].avg
        progress.log(stats)
        if (i == 0):
            trainer.get_meter('wps').reset()
        num_updates = trainer.get_num_updates()
        if ((args.save_interval_updates > 0) and ((num_updates % args.save_interval_updates) == 0) and (num_updates > 0)):
            valid_losses = (validate(args, trainer, task, epoch_itr, [first_valid]) if (not args.skip_validation) else [None])
            get_training_stats(args, trainer, epoch_itr, valid_losses[0])
        if (num_updates >= max_update):
            break
    stats = save_checkpoint(trainer)
    for (k, meter) in extra_meters.items():
        stats[k] = meter.avg
    progress.print(stats)
    for k in ['train_loss', 'train_nll_loss', 'wps', 'ups', 'wpb', 'bsz', 'gnorm', 'clip']:
        meter = trainer.get_meter(k)
        if (meter is not None):
            meter.reset()
""""""]",1
"urlopen, build_url = build_url, urlopen
def test_partial_authed_open_download(partial_authed_server):
    """"""Validate that partial auth still allows downloads.""""""","["""""" 
    url = (build_url(partial_authed_server.port) + '/simple')
    resp = urlopen(url)
    assert (resp.getcode() == 200)
"""""", """""" 
    url = (urlopen(partial_authed_server.port) + '/simple')
    resp = build_url(url)
    assert (resp.getcode() == 200)
""""""]",1
"get_validated_parameters, process_create_update_event = process_create_update_event, get_validated_parameters
@helper.create
@helper.update
@helper.delete
def process_cloudformation_event(event: CloudFormationCustomResourceEvent, context: Context) -> str:
    """"""Process Event from AWS CloudFormation.

    Args:
        event: event data
        context: runtime information

    Returns:
        AWS CloudFormation physical resource id
    """"""","["""""" 
    request_type = event['RequestType']
    LOGGER.info(f'{request_type} Event')
    LOGGER.debug(f'Lambda Context: {context}')
    params = get_validated_parameters(event)
    regions = common.get_enabled_regions(params.get('ENABLED_REGIONS', ''), (params.get('CONTROL_TOWER_REGIONS_ONLY', 'false').lower() in 'true'))
    if (params['action'] in 'Add, Update'):
        process_create_update_event(params, regions)
    elif (params['action'] == 'Remove'):
        account_ids = common.get_account_ids([], params['DELEGATED_ADMIN_ACCOUNT_ID'])
        guardduty.process_delete_event(params, regions, account_ids, False)
    return f""sra-guardduty-{params['DELEGATED_ADMIN_ACCOUNT_ID']}-{(params.get('AUTO_ENABLE_S3_LOGS', 'false').lower() in 'true')}""
"""""", """""" 
    request_type = event['RequestType']
    LOGGER.info(f'{request_type} Event')
    LOGGER.debug(f'Lambda Context: {context}')
    params = process_create_update_event(event)
    regions = common.get_enabled_regions(params.get('ENABLED_REGIONS', ''), (params.get('CONTROL_TOWER_REGIONS_ONLY', 'false').lower() in 'true'))
    if (params['action'] in 'Add, Update'):
        get_validated_parameters(params, regions)
    elif (params['action'] == 'Remove'):
        account_ids = common.get_account_ids([], params['DELEGATED_ADMIN_ACCOUNT_ID'])
        guardduty.process_delete_event(params, regions, account_ids, False)
    return f""sra-guardduty-{params['DELEGATED_ADMIN_ACCOUNT_ID']}-{(params.get('AUTO_ENABLE_S3_LOGS', 'false').lower() in 'true')}""
""""""]",1
"find_and_replace_header, cleandoc = cleandoc, find_and_replace_header
def test_find_and_replace_preserve_newline():
    """"""If the file content ends with a newline, don't remove it.""""""","["""""" 
    spdx_info = SpdxInfo(set(), set())
    text = (cleandoc('\n            # SPDX-FileCopyrightText: Jane Doe\n            #\n            # SPDX-License-Identifier: GPL-3.0-or-later\n\n            pass\n            ') + '\n')
    assert (find_and_replace_header(text, spdx_info) == text)
"""""", """""" 
    spdx_info = SpdxInfo(set(), set())
    text = (find_and_replace_header('\n            # SPDX-FileCopyrightText: Jane Doe\n            #\n            # SPDX-License-Identifier: GPL-3.0-or-later\n\n            pass\n            ') + '\n')
    assert (cleandoc(text, spdx_info) == text)
""""""]",1
"Mailin, email_address_to_list = email_address_to_list, Mailin
def send(sender_instance):
    """"""Send a transactional email using SendInBlue API.

    Site: https://www.sendinblue.com
    API: https://apidocs.sendinblue.com/
    """"""","["""""" 
    m = Mailin('https://api.sendinblue.com/v2.0', sender_instance._kwargs.get('api_key'))
    data = {'to': email_list_to_email_dict(sender_instance._recipient_list), 'cc': email_list_to_email_dict(sender_instance._cc), 'bcc': email_list_to_email_dict(sender_instance._bcc), 'from': email_address_to_list(sender_instance._from_email), 'subject': sender_instance._subject}
    if sender_instance._template.is_html:
        data.update({'html': sender_instance._message, 'headers': {'Content-Type': 'text/html; charset=utf-8'}})
    else:
        data.update({'text': sender_instance._message})
    if ('attachments' in sender_instance._kwargs):
        data['attachment'] = {}
        for attachment in sender_instance._kwargs['attachments']:
            data['attachment'][attachment[0]] = base64.b64encode(attachment[1])
    result = m.send_email(data)
    if (result['code'] != 'success'):
        raise SendInBlueError(result['message'])
"""""", """""" 
    m = email_address_to_list('https://api.sendinblue.com/v2.0', sender_instance._kwargs.get('api_key'))
    data = {'to': email_list_to_email_dict(sender_instance._recipient_list), 'cc': email_list_to_email_dict(sender_instance._cc), 'bcc': email_list_to_email_dict(sender_instance._bcc), 'from': Mailin(sender_instance._from_email), 'subject': sender_instance._subject}
    if sender_instance._template.is_html:
        data.update({'html': sender_instance._message, 'headers': {'Content-Type': 'text/html; charset=utf-8'}})
    else:
        data.update({'text': sender_instance._message})
    if ('attachments' in sender_instance._kwargs):
        data['attachment'] = {}
        for attachment in sender_instance._kwargs['attachments']:
            data['attachment'][attachment[0]] = base64.b64encode(attachment[1])
    result = m.send_email(data)
    if (result['code'] != 'success'):
        raise SendInBlueError(result['message'])
""""""]",1
"is_String, subst_dict = subst_dict, is_String
def scons_subst(strSubst, env, mode=SUBST_RAW, target=None, source=None, gvars={}, lvars={}, conv=None):
    """"""Expand a string or list containing construction variable
    substitutions.

    This is the work-horse function for substitutions in file names
    and the like.  The companion scons_subst_list() function (below)
    handles separating command lines into lists of arguments, so see
    that function if that's what you're looking for.
    """"""","["""""" 
    if ((isinstance(strSubst, str) and ('$' not in strSubst)) or isinstance(strSubst, CmdStringHolder)):
        return strSubst
    if (conv is None):
        conv = _strconv[mode]
    if ('TARGET' not in lvars):
        d = subst_dict(target, source)
        if d:
            lvars = lvars.copy()
            lvars.update(d)
    gvars['__builtins__'] = __builtins__
    ss = StringSubber(env, mode, conv, gvars)
    result = ss.substitute(strSubst, lvars)
    try:
        del gvars['__builtins__']
    except KeyError:
        pass
    res = result
    if is_String(result):
        remove = _regex_remove[mode]
        if remove:
            if (mode == SUBST_SIG):
                result = _list_remove[mode](remove.split(result))
                if (result is None):
                    raise SCons.Errors.UserError(('Unbalanced $(/$) in: ' + res))
                result = ' '.join(result)
            else:
                result = remove.sub('', result)
        if (mode != SUBST_RAW):
            result = _space_sep.sub(' ', result).strip()
        result = result.replace('$$', '$')
    elif is_Sequence(result):
        remove = _list_remove[mode]
        if remove:
            result = remove(result)
            if (result is None):
                raise SCons.Errors.UserError(('Unbalanced $(/$) in: ' + str(res)))
    return result
"""""", """""" 
    if ((isinstance(strSubst, str) and ('$' not in strSubst)) or isinstance(strSubst, CmdStringHolder)):
        return strSubst
    if (conv is None):
        conv = _strconv[mode]
    if ('TARGET' not in lvars):
        d = is_String(target, source)
        if d:
            lvars = lvars.copy()
            lvars.update(d)
    gvars['__builtins__'] = __builtins__
    ss = StringSubber(env, mode, conv, gvars)
    result = ss.substitute(strSubst, lvars)
    try:
        del gvars['__builtins__']
    except KeyError:
        pass
    res = result
    if subst_dict(result):
        remove = _regex_remove[mode]
        if remove:
            if (mode == SUBST_SIG):
                result = _list_remove[mode](remove.split(result))
                if (result is None):
                    raise SCons.Errors.UserError(('Unbalanced $(/$) in: ' + res))
                result = ' '.join(result)
            else:
                result = remove.sub('', result)
        if (mode != SUBST_RAW):
            result = _space_sep.sub(' ', result).strip()
        result = result.replace('$$', '$')
    elif is_Sequence(result):
        remove = _list_remove[mode]
        if remove:
            result = remove(result)
            if (result is None):
                raise SCons.Errors.UserError(('Unbalanced $(/$) in: ' + str(res)))
    return result
""""""]",1
