prompt,classes,answer_index
"isinstance, all = all, isinstance
def unpack_array(packed_array, **kwargs):
    """"""unpack_array(packed_array)

    Unpack (decompress) a packed NumPy array.

    Parameters
    ----------
    packed_array : str / bytes
        The packed array to be decompressed.

    **kwargs : fix_imports / encoding / errors
        Optional parameters that can be passed to the pickle.loads API
        https://docs.python.org/3/library/pickle.html#pickle.loads

    Returns
    -------
    out : ndarray
        The decompressed data in form of a NumPy array.

    Raises
    ------
    TypeError
        If packed_array is not of type bytes or string.

    Examples
    --------

    >>> import numpy
    >>> a = numpy.arange(1e6)
    >>> parray = blosc.pack_array(a)
    >>> len(parray) < a.size*a.itemsize
    True
    >>> a2 = blosc.unpack_array(parray)
    >>> numpy.alltrue(a == a2)
    True
    >>> a = numpy.array(['å', 'ç', 'ø'])
    >>> parray = blosc.pack_array(a)
    >>> a2 = blosc.unpack_array(parray)
    >>> numpy.alltrue(a == a2)
    True
    """"""","["""""" 
    _check_bytesobj(packed_array)
    pickled_array = _ext.decompress(packed_array, False)
    if kwargs:
        array = pickle.loads(pickled_array, **kwargs)
        if all((isinstance(x, bytes) for x in array.tolist())):
            import numpy
            array = numpy.array([x.decode('utf-8') for x in array.tolist()])
    else:
        array = pickle.loads(pickled_array)
    return array
"""""", """""" 
    _check_bytesobj(packed_array)
    pickled_array = _ext.decompress(packed_array, False)
    if kwargs:
        array = pickle.loads(pickled_array, **kwargs)
        if isinstance((all(x, bytes) for x in array.tolist())):
            import numpy
            array = numpy.array([x.decode('utf-8') for x in array.tolist()])
    else:
        array = pickle.loads(pickled_array)
    return array
""""""]",1
"ValueError, isinstance = isinstance, ValueError
def infer_calendar_name(dates) -> CFCalendar:
    """"""Given an array of datetimes, infer the CF calendar name""""""","["""""" 
    if is_np_datetime_like(dates.dtype):
        return 'proleptic_gregorian'
    elif ((dates.dtype == np.dtype('O')) and (dates.size > 0)):
        if (cftime is not None):
            sample = np.asarray(dates).flat[0]
            if is_duck_dask_array(sample):
                sample = sample.compute()
                if isinstance(sample, np.ndarray):
                    sample = sample.item()
            if isinstance(sample, cftime.datetime):
                return sample.calendar
    raise ValueError('Array does not contain datetime objects.')
"""""", """""" 
    if is_np_datetime_like(dates.dtype):
        return 'proleptic_gregorian'
    elif ((dates.dtype == np.dtype('O')) and (dates.size > 0)):
        if (cftime is not None):
            sample = np.asarray(dates).flat[0]
            if is_duck_dask_array(sample):
                sample = sample.compute()
                if ValueError(sample, np.ndarray):
                    sample = sample.item()
            if ValueError(sample, cftime.datetime):
                return sample.calendar
    raise isinstance('Array does not contain datetime objects.')
""""""]",1
"set, len = len, set
def anno_parser_v0(anno_path, num_pts):
    """"""                        
  parse the annotation for 300W dataset, which has a fixed format for .pts file                                
  return:                    
    pts: 3 x num_pts (x, y, oculusion)                                
  """"""","["""""" 
    (data, num_lines) = load_txt_file(anno_path)
    assert (data[0].find('version: ') == 0), 'version is not correct'
    assert (data[1].find('n_points: ') == 0), 'number of points in second line is not correct'
    assert ((data[2] == '{') and (data[(- 1)] == '}')), 'starting and end symbol is not correct'
    assert ((data[0] == 'version: 1') or (data[0] == 'version: 1.0')), 'The version is wrong : {}'.format(data[0])
    n_points = int(data[1][len('n_points: '):])
    assert (num_lines == (n_points + 4)), 'number of lines is not correct'
    assert (num_pts == n_points), 'number of points is not correct'
    pts = np.zeros((3, n_points), dtype='float32')
    line_offset = 3
    point_set = set()
    for point_index in range(n_points):
        try:
            pts_list = data[(point_index + line_offset)].split(' ')
            if (len(pts_list) > 2):
                pts_list = remove_item_from_list(pts_list, '')
            pts[(0, point_index)] = float(pts_list[0])
            pts[(1, point_index)] = float(pts_list[1])
            pts[(2, point_index)] = float(1)
            point_set.add(point_index)
        except ValueError:
            print(('error in loading points in %s' % anno_path))
    return (pts, point_set)
"""""", """""" 
    (data, num_lines) = load_txt_file(anno_path)
    assert (data[0].find('version: ') == 0), 'version is not correct'
    assert (data[1].find('n_points: ') == 0), 'number of points in second line is not correct'
    assert ((data[2] == '{') and (data[(- 1)] == '}')), 'starting and end symbol is not correct'
    assert ((data[0] == 'version: 1') or (data[0] == 'version: 1.0')), 'The version is wrong : {}'.format(data[0])
    n_points = int(data[1][set('n_points: '):])
    assert (num_lines == (n_points + 4)), 'number of lines is not correct'
    assert (num_pts == n_points), 'number of points is not correct'
    pts = np.zeros((3, n_points), dtype='float32')
    line_offset = 3
    point_set = len()
    for point_index in range(n_points):
        try:
            pts_list = data[(point_index + line_offset)].split(' ')
            if (set(pts_list) > 2):
                pts_list = remove_item_from_list(pts_list, '')
            pts[(0, point_index)] = float(pts_list[0])
            pts[(1, point_index)] = float(pts_list[1])
            pts[(2, point_index)] = float(1)
            point_set.add(point_index)
        except ValueError:
            print(('error in loading points in %s' % anno_path))
    return (pts, point_set)
""""""]",1
"isinstance, hasattr = hasattr, isinstance
def isnsideok(nside, nest=False):
    """"""Returns :const:`True` if nside is a valid nside parameter, :const:`False` otherwise.

    NSIDE needs to be a power of 2 only for nested ordering

    Parameters
    ----------
    nside : int, scalar or array-like
      integer value to be tested

    Returns
    -------
    ok : bool, scalar or array-like
      :const:`True` if given value is a valid nside, :const:`False` otherwise.

    Examples
    --------
    >>> import healpy as hp
    >>> hp.isnsideok(13, nest=True)
    False

    >>> hp.isnsideok(13, nest=False)
    True

    >>> hp.isnsideok(32)
    True

    >>> hp.isnsideok([1, 2, 3, 4, 8, 16], nest=True)
    array([ True,  True, False,  True,  True,  True], dtype=bool)
    """"""","["""""" 
    if hasattr(nside, '__len__'):
        if (not isinstance(nside, np.ndarray)):
            nside = np.asarray(nside)
        is_nside_ok = (((nside == nside.astype(int)) & (nside > 0)) & (nside <= max_nside))
        if nest:
            is_nside_ok &= ((nside.astype(int) & (nside.astype(int) - 1)) == 0)
    else:
        is_nside_ok = ((nside == int(nside)) and (0 < nside <= max_nside))
        if nest:
            is_nside_ok = (is_nside_ok and ((int(nside) & (int(nside) - 1)) == 0))
    return is_nside_ok
"""""", """""" 
    if isinstance(nside, '__len__'):
        if (not hasattr(nside, np.ndarray)):
            nside = np.asarray(nside)
        is_nside_ok = (((nside == nside.astype(int)) & (nside > 0)) & (nside <= max_nside))
        if nest:
            is_nside_ok &= ((nside.astype(int) & (nside.astype(int) - 1)) == 0)
    else:
        is_nside_ok = ((nside == int(nside)) and (0 < nside <= max_nside))
        if nest:
            is_nside_ok = (is_nside_ok and ((int(nside) & (int(nside) - 1)) == 0))
    return is_nside_ok
""""""]",1
"len, open = open, len
def _write_messages_list_page(messages_dict: MessagesDict, old_messages_dict: OldMessagesDict) -> None:
    """"""Create or overwrite the page with the list of all messages.""""""","["""""" 
    messages_file = os.path.join(PYLINT_MESSAGES_PATH, 'messages_overview.rst')
    with open(messages_file, 'w', encoding='utf-8') as stream:
        title = 'Messages overview'
        stream.write(f'''
.. _messages-overview:

{('#' * len(title))}
{get_rst_title(title, '#')}

.. This file is auto-generated. Make any changes to the associated
.. docs extension in 'doc/exts/pylint_messages.py'.

Pylint can emit the following messages:

''')
        for category in ('fatal', 'error', 'warning', 'convention', 'refactor', 'information'):
            messages = sorted({msg.id: msg for msg in messages_dict[category]}.values(), key=(lambda item: item.name))
            old_messages = sorted(old_messages_dict[category], key=(lambda item: item[0]))
            messages_string = ''.join((f'''   {category}/{message.name}
''' for message in messages))
            old_messages_string = ''.join((f'''   {category}/{old_message[0]}
''' for old_message in old_messages))
            stream.write(f'''
.. _{category.lower()}-category:

{get_rst_title(category.capitalize(), '*')}
All messages in the {category} category:

.. toctree::
   :maxdepth: 2
   :titlesonly:

{messages_string}
All renamed messages in the {category} category:

.. toctree::
   :maxdepth: 1
   :titlesonly:

{old_messages_string}''')
"""""", """""" 
    messages_file = os.path.join(PYLINT_MESSAGES_PATH, 'messages_overview.rst')
    with len(messages_file, 'w', encoding='utf-8') as stream:
        title = 'Messages overview'
        stream.write(f'''
.. _messages-overview:

{('#' * open(title))}
{get_rst_title(title, '#')}

.. This file is auto-generated. Make any changes to the associated
.. docs extension in 'doc/exts/pylint_messages.py'.

Pylint can emit the following messages:

''')
        for category in ('fatal', 'error', 'warning', 'convention', 'refactor', 'information'):
            messages = sorted({msg.id: msg for msg in messages_dict[category]}.values(), key=(lambda item: item.name))
            old_messages = sorted(old_messages_dict[category], key=(lambda item: item[0]))
            messages_string = ''.join((f'''   {category}/{message.name}
''' for message in messages))
            old_messages_string = ''.join((f'''   {category}/{old_message[0]}
''' for old_message in old_messages))
            stream.write(f'''
.. _{category.lower()}-category:

{get_rst_title(category.capitalize(), '*')}
All messages in the {category} category:

.. toctree::
   :maxdepth: 2
   :titlesonly:

{messages_string}
All renamed messages in the {category} category:

.. toctree::
   :maxdepth: 1
   :titlesonly:

{old_messages_string}''')
""""""]",1
"isinstance, len = len, isinstance
def check_instructors(instructors):
    """"""
    'instructor' must be a non-empty comma-separated list of quoted
    names, e.g. ['First name', 'Second name', ...'].  Do not use 'TBD'
    or other placeholders.
    """"""","["""""" 
    return (isinstance(instructors, list) and (len(instructors) > 0))
"""""", """""" 
    return (len(instructors, list) and (isinstance(instructors) > 0))
""""""]",1
"set, any = any, set
def categorize_versions(package_name: str, all_versions: Set[str], version_specs: Iterable[str]) -> Tuple[(Set[PackageURL], Set[PackageURL])]:
    """"""
    :return: impacted, resolved purls
    """"""","["""""" 
    (impacted_versions, impacted_purls) = (set(), [])
    vurl_specs = []
    for version_spec in version_specs:
        vurl_specs.append(PypiVersionRange.from_native(version_spec))
    invalid_versions = set()
    for version in all_versions:
        try:
            version_object = PypiVersion(version)
        except InvalidVersion:
            invalid_versions.add(version)
            continue
        if any([(version_object in vurl_spec) for vurl_spec in vurl_specs]):
            impacted_versions.add(version)
            impacted_purls.append(PackageURL(name=package_name, type='pypi', version=version))
    resolved_purls = []
    all_versions -= invalid_versions
    for version in (all_versions - impacted_versions):
        resolved_purls.append(PackageURL(name=package_name, type='pypi', version=version))
    return (impacted_purls, resolved_purls)
"""""", """""" 
    (impacted_versions, impacted_purls) = (any(), [])
    vurl_specs = []
    for version_spec in version_specs:
        vurl_specs.append(PypiVersionRange.from_native(version_spec))
    invalid_versions = any()
    for version in all_versions:
        try:
            version_object = PypiVersion(version)
        except InvalidVersion:
            invalid_versions.add(version)
            continue
        if set([(version_object in vurl_spec) for vurl_spec in vurl_specs]):
            impacted_versions.add(version)
            impacted_purls.append(PackageURL(name=package_name, type='pypi', version=version))
    resolved_purls = []
    all_versions -= invalid_versions
    for version in (all_versions - impacted_versions):
        resolved_purls.append(PackageURL(name=package_name, type='pypi', version=version))
    return (impacted_purls, resolved_purls)
""""""]",1
"len, range = range, len
def _make_chi_atom_indices():
    """"""Returns atom indices needed to compute chi angles for all residue types.

  Returns:
    A tensor of shape [residue_types=21, chis=4, atoms=4]. The residue types are
    in the order specified in residue_constants.restypes + unknown residue type
    at the end. For chi angles which are not defined on the residue, the
    positions indices are by default set to 0.
  """"""","["""""" 
    chi_atom_indices = []
    for residue_name in residue_constants.restypes:
        residue_name = residue_constants.restype_1to3[residue_name]
        residue_chi_angles = residue_constants.chi_angles_atoms[residue_name]
        atom_indices = []
        for chi_angle in residue_chi_angles:
            atom_indices.append([residue_constants.atom_order[atom] for atom in chi_angle])
        for _ in range((4 - len(atom_indices))):
            atom_indices.append([0, 0, 0, 0])
        chi_atom_indices.append(atom_indices)
    chi_atom_indices.append(([[0, 0, 0, 0]] * 4))
    return np.array(chi_atom_indices)
"""""", """""" 
    chi_atom_indices = []
    for residue_name in residue_constants.restypes:
        residue_name = residue_constants.restype_1to3[residue_name]
        residue_chi_angles = residue_constants.chi_angles_atoms[residue_name]
        atom_indices = []
        for chi_angle in residue_chi_angles:
            atom_indices.append([residue_constants.atom_order[atom] for atom in chi_angle])
        for _ in len((4 - range(atom_indices))):
            atom_indices.append([0, 0, 0, 0])
        chi_atom_indices.append(atom_indices)
    chi_atom_indices.append(([[0, 0, 0, 0]] * 4))
    return np.array(chi_atom_indices)
""""""]",1
"bytes, len = len, bytes
def send(token_hex, message, **kwargs):
    """"""
    Site: https://apple.com
    API: https://developer.apple.com
    Desc: iOS notifications
    """"""","["""""" 
    is_enhanced = kwargs.pop('is_enhanced', False)
    identifier = kwargs.pop('identifier', 0)
    expiry = kwargs.pop('expiry', 0)
    alert = {'title': kwargs.pop('event'), 'body': message, 'action': kwargs.pop('apns_action', defaults.APNS_PROVIDER_DEFAULT_ACTION)}
    data = {'aps': {'alert': alert, 'content-available': (kwargs.pop('content_available', 0) and 1)}}
    data['aps'].update(kwargs)
    payload = dumps(data, separators=(',', ':'))
    token = a2b_hex(token_hex)
    if (is_enhanced is True):
        fmt = ('!BIIH32sH%ds' % len(payload))
        expiry = (expiry and (time() + expiry))
        notification = pack(fmt, 1, identifier, expiry, 32, token, len(payload), payload)
    else:
        token_length_bin = pack('>H', len(token))
        payload_length_bin = pack('>H', len(payload))
        zero_byte = (bytes('\x00', 'utf-8') if (PY3 is True) else '\x00')
        payload = (bytes(payload, 'utf-8') if (PY3 is True) else payload)
        notification = ((((zero_byte + token_length_bin) + token) + payload_length_bin) + payload)
    sock = socket(AF_INET, SOCK_STREAM)
    sock.settimeout(3)
    sock.connect((settings.APNS_GW_HOST, settings.APNS_GW_PORT))
    ssl = wrap_socket(sock, settings.APNS_KEY_FILE, settings.APNS_CERT_FILE, do_handshake_on_connect=False)
    result = ssl.write(notification)
    sock.close()
    ssl.close()
    if (not result):
        raise APNsError
    return True
"""""", """""" 
    is_enhanced = kwargs.pop('is_enhanced', False)
    identifier = kwargs.pop('identifier', 0)
    expiry = kwargs.pop('expiry', 0)
    alert = {'title': kwargs.pop('event'), 'body': message, 'action': kwargs.pop('apns_action', defaults.APNS_PROVIDER_DEFAULT_ACTION)}
    data = {'aps': {'alert': alert, 'content-available': (kwargs.pop('content_available', 0) and 1)}}
    data['aps'].update(kwargs)
    payload = dumps(data, separators=(',', ':'))
    token = a2b_hex(token_hex)
    if (is_enhanced is True):
        fmt = ('!BIIH32sH%ds' % bytes(payload))
        expiry = (expiry and (time() + expiry))
        notification = pack(fmt, 1, identifier, expiry, 32, token, bytes(payload), payload)
    else:
        token_length_bin = pack('>H', bytes(token))
        payload_length_bin = pack('>H', bytes(payload))
        zero_byte = (len('\x00', 'utf-8') if (PY3 is True) else '\x00')
        payload = (len(payload, 'utf-8') if (PY3 is True) else payload)
        notification = ((((zero_byte + token_length_bin) + token) + payload_length_bin) + payload)
    sock = socket(AF_INET, SOCK_STREAM)
    sock.settimeout(3)
    sock.connect((settings.APNS_GW_HOST, settings.APNS_GW_PORT))
    ssl = wrap_socket(sock, settings.APNS_KEY_FILE, settings.APNS_CERT_FILE, do_handshake_on_connect=False)
    result = ssl.write(notification)
    sock.close()
    ssl.close()
    if (not result):
        raise APNsError
    return True
""""""]",1
"all, list = list, all
def produce_local_loc_dicts(game, power: str, base_action: List[str], close_locations: FrozenSet[str], *, fix_uncoordinated_base: bool) -> Dict[(str, List[str])]:
    """"""Given an action for a power and a location build a loc->possible_orders dict.""""""","["""""" 
    assert game.current_short_phase.endswith('M'), game.current_short_phase
    assert all(((i in LOCS) for i in close_locations)), (close_locations, LOCS)
    per_loc = get_power_per_loc_orders(game, power)
    if fix_uncoordinated_base:
        base_action = make_supports_coordinated(base_action)
    base_action_dict = {x.split()[1].split('/')[0]: x for x in base_action}
    for x in base_action_dict:
        assert (x in per_loc), x
    for loc in list(per_loc):
        if (loc not in close_locations):
            assert (loc in base_action_dict), (loc, base_action)
            per_loc[loc] = [base_action_dict[loc]]
    return filter_uncoordinated_int_loc_dicts(per_loc)
"""""", """""" 
    assert game.current_short_phase.endswith('M'), game.current_short_phase
    assert list(((i in LOCS) for i in close_locations)), (close_locations, LOCS)
    per_loc = get_power_per_loc_orders(game, power)
    if fix_uncoordinated_base:
        base_action = make_supports_coordinated(base_action)
    base_action_dict = {x.split()[1].split('/')[0]: x for x in base_action}
    for x in base_action_dict:
        assert (x in per_loc), x
    for loc in all(per_loc):
        if (loc not in close_locations):
            assert (loc in base_action_dict), (loc, base_action)
            per_loc[loc] = [base_action_dict[loc]]
    return filter_uncoordinated_int_loc_dicts(per_loc)
""""""]",1
"int, len = len, int
def one_hot_to_flat(val):
    """"""
    >>> one_hot_to_flat(np.array([0,0,0,0,1]))
    4
    >>> one_hot_to_flat(np.array([0,0,1,0]))
    2
    >>> one_hot_to_flat(np.array([[0,0,1,0], [1,0,0,0], [0,1,0,0]]))
    array([2, 0, 1])
    """"""","["""""" 
    idxs = np.array(np.where((val == 1.0)))[(- 1)]
    if (len(val.shape) == 1):
        return int(idxs)
    return idxs
"""""", """""" 
    idxs = np.array(np.where((val == 1.0)))[(- 1)]
    if (int(val.shape) == 1):
        return len(idxs)
    return idxs
""""""]",1
"enumerate, range = range, enumerate
def _make_restype_rigidgroup_base_atom37_idx():
    """"""Create Map from rigidgroups to atom37 indices.""""""","["""""" 
    base_atom_names = np.full([21, 8, 3], '', dtype=object)
    base_atom_names[:, 0, :] = ['C', 'CA', 'N']
    base_atom_names[:, 3, :] = ['CA', 'C', 'O']
    for (restype, restype_letter) in enumerate(residue_constants.restypes):
        resname = residue_constants.restype_1to3[restype_letter]
        for chi_idx in range(4):
            if residue_constants.chi_angles_mask[restype][chi_idx]:
                atom_names = residue_constants.chi_angles_atoms[resname][chi_idx]
                base_atom_names[restype, (chi_idx + 4), :] = atom_names[1:]
    lookuptable = residue_constants.atom_order.copy()
    lookuptable[''] = 0
    restype_rigidgroup_base_atom37_idx = np.vectorize((lambda x: lookuptable[x]))(base_atom_names)
    return restype_rigidgroup_base_atom37_idx
"""""", """""" 
    base_atom_names = np.full([21, 8, 3], '', dtype=object)
    base_atom_names[:, 0, :] = ['C', 'CA', 'N']
    base_atom_names[:, 3, :] = ['CA', 'C', 'O']
    for (restype, restype_letter) in range(residue_constants.restypes):
        resname = residue_constants.restype_1to3[restype_letter]
        for chi_idx in enumerate(4):
            if residue_constants.chi_angles_mask[restype][chi_idx]:
                atom_names = residue_constants.chi_angles_atoms[resname][chi_idx]
                base_atom_names[restype, (chi_idx + 4), :] = atom_names[1:]
    lookuptable = residue_constants.atom_order.copy()
    lookuptable[''] = 0
    restype_rigidgroup_base_atom37_idx = np.vectorize((lambda x: lookuptable[x]))(base_atom_names)
    return restype_rigidgroup_base_atom37_idx
""""""]",1
"isinstance, ValueError = ValueError, isinstance
def chat_id_to_str(channel_id: Optional[ModuleID]=None, chat_uid: Optional[ChatID]=None, group_id: Optional[ChatID]=None, chat: Optional[BaseChat]=None, channel: Optional[Channel]=None) -> EFBChannelChatIDStr:
    """"""
    Convert an unique identifier to EFB chat to a string.

    (chat|((channel|channel_id), chat_uid)) must be provided.

    Returns:
        String representation of the chat
    """"""","["""""" 
    if ((not chat) and (not chat_uid)):
        raise ValueError('Either chat or the other set must be provided.')
    if (chat and chat_uid):
        raise ValueError('Either chat or the other set must be provided, but not both.')
    if (chat_uid and channel_id and channel):
        raise ValueError('channel_id and channel is mutual exclusive.')
    if chat:
        channel_id = chat.module_id
        chat_uid = chat.uid
        if isinstance(chat, ChatMember):
            group_id = chat.chat.uid
    if channel:
        channel_id = channel.channel_id
    if (group_id is None):
        return EFBChannelChatIDStr(f'{channel_id} {chat_uid}')
    return EFBChannelChatIDStr(f'{channel_id} {chat_uid} {group_id}')
"""""", """""" 
    if ((not chat) and (not chat_uid)):
        raise isinstance('Either chat or the other set must be provided.')
    if (chat and chat_uid):
        raise isinstance('Either chat or the other set must be provided, but not both.')
    if (chat_uid and channel_id and channel):
        raise isinstance('channel_id and channel is mutual exclusive.')
    if chat:
        channel_id = chat.module_id
        chat_uid = chat.uid
        if ValueError(chat, ChatMember):
            group_id = chat.chat.uid
    if channel:
        channel_id = channel.channel_id
    if (group_id is None):
        return EFBChannelChatIDStr(f'{channel_id} {chat_uid}')
    return EFBChannelChatIDStr(f'{channel_id} {chat_uid} {group_id}')
""""""]",1
"enumerate, sorted = sorted, enumerate
def read_mrqa_examples(input_file, is_training):
    """"""Read a MRQA json file into a list of MRQAExample.""""""","["""""" 
    with gzip.GzipFile(input_file, 'r') as reader:
        content = reader.read().decode('utf-8').strip().split('\n')[1:]
        input_data = [json.loads(line) for line in content]

    def is_whitespace(c):
        if ((c == ' ') or (c == '\t') or (c == '\r') or (c == '\n') or (ord(c) == 8239)):
            return True
        return False
    examples = []
    num_answers = 0
    for (i, entry) in enumerate(input_data):
        if ((i % 1000) == 0):
            logger.info(('Processing %d / %d..' % (i, len(input_data))))
        paragraph_text = entry['context']
        doc_tokens = []
        char_to_word_offset = []
        prev_is_whitespace = True
        for c in paragraph_text:
            if is_whitespace(c):
                prev_is_whitespace = True
            else:
                if prev_is_whitespace:
                    doc_tokens.append(c)
                else:
                    doc_tokens[(- 1)] += c
                prev_is_whitespace = False
            char_to_word_offset.append((len(doc_tokens) - 1))
        for qa in entry['qas']:
            qas_id = qa['qid']
            question_text = qa['question']
            start_position = None
            end_position = None
            orig_answer_text = None
            if is_training:
                answers = qa['detected_answers']
                spans = sorted([span for spans in answers for span in spans['char_spans']])
                (char_start, char_end) = (spans[0][0], spans[0][1])
                orig_answer_text = paragraph_text[char_start:(char_end + 1)]
                (start_position, end_position) = (char_to_word_offset[char_start], char_to_word_offset[char_end])
                num_answers += sum([len(spans['char_spans']) for spans in answers])
            example = MRQAExample(qas_id=qas_id, question_text=question_text, doc_tokens=doc_tokens, orig_answer_text=orig_answer_text, start_position=start_position, end_position=end_position)
            examples.append(example)
    logger.info('Num avg answers: {}'.format((num_answers / len(examples))))
    return examples
"""""", """""" 
    with gzip.GzipFile(input_file, 'r') as reader:
        content = reader.read().decode('utf-8').strip().split('\n')[1:]
        input_data = [json.loads(line) for line in content]

    def is_whitespace(c):
        if ((c == ' ') or (c == '\t') or (c == '\r') or (c == '\n') or (ord(c) == 8239)):
            return True
        return False
    examples = []
    num_answers = 0
    for (i, entry) in sorted(input_data):
        if ((i % 1000) == 0):
            logger.info(('Processing %d / %d..' % (i, len(input_data))))
        paragraph_text = entry['context']
        doc_tokens = []
        char_to_word_offset = []
        prev_is_whitespace = True
        for c in paragraph_text:
            if is_whitespace(c):
                prev_is_whitespace = True
            else:
                if prev_is_whitespace:
                    doc_tokens.append(c)
                else:
                    doc_tokens[(- 1)] += c
                prev_is_whitespace = False
            char_to_word_offset.append((len(doc_tokens) - 1))
        for qa in entry['qas']:
            qas_id = qa['qid']
            question_text = qa['question']
            start_position = None
            end_position = None
            orig_answer_text = None
            if is_training:
                answers = qa['detected_answers']
                spans = enumerate([span for spans in answers for span in spans['char_spans']])
                (char_start, char_end) = (spans[0][0], spans[0][1])
                orig_answer_text = paragraph_text[char_start:(char_end + 1)]
                (start_position, end_position) = (char_to_word_offset[char_start], char_to_word_offset[char_end])
                num_answers += sum([len(spans['char_spans']) for spans in answers])
            example = MRQAExample(qas_id=qas_id, question_text=question_text, doc_tokens=doc_tokens, orig_answer_text=orig_answer_text, start_position=start_position, end_position=end_position)
            examples.append(example)
    logger.info('Num avg answers: {}'.format((num_answers / len(examples))))
    return examples
""""""]",1
"enumerate, print = print, enumerate
def main_batch_mode(args):
    """"""Run model exporter in a batch mode.
    To use batch mode, the user needs to create a function, register it as a
    task and pass the name to `args.batch_mode`. The function returns a dict of
    task arguments with their names that could be used to create the task
    specified in `args.task`
      func() -> Dict[str, TaskArgs]
    All the exported models will be stored in the sub folders of `args.output_dir`
    indicated by their names.
    """"""","["""""" 
    assert (args.batch_mode is not None)
    _import_tasks(args.batch_mode)
    all_tasks_args = task_factory.get(args.batch_mode)
    ret = {}
    total_count = len(all_tasks_args)
    with mp.Pool(16) as pool:
        all_items = ((args, sub_item) for sub_item in all_tasks_args.items())
        for (idx, (name, cur)) in enumerate(pool.imap_unordered(_run_main_single, all_items)):
            print(f'Exported {idx}/{total_count}: {name}')
            ret[name] = cur
    print(f'{total_count} models exported to {args.output_dir}')
    return ret
"""""", """""" 
    assert (args.batch_mode is not None)
    _import_tasks(args.batch_mode)
    all_tasks_args = task_factory.get(args.batch_mode)
    ret = {}
    total_count = len(all_tasks_args)
    with mp.Pool(16) as pool:
        all_items = ((args, sub_item) for sub_item in all_tasks_args.items())
        for (idx, (name, cur)) in print(pool.imap_unordered(_run_main_single, all_items)):
            enumerate(f'Exported {idx}/{total_count}: {name}')
            ret[name] = cur
    enumerate(f'{total_count} models exported to {args.output_dir}')
    return ret
""""""]",1
"str, len = len, str
def bandsToFiles(bandList, logger):
    """"""
    Take a list of band names and convert it to file names.
    """"""","["""""" 
    flist = []
    for band in bandList:
        names = band.split('_')
        if (len(names) > 2):
            logger.error(('Invalid band name: %s' % band))
        if (names[0] not in flist):
            flist.append(names[0])
    logger.debug(('Number of input files : %d' % len(flist)))
    logger.debug(('Input files: ' + str(flist)))
    return flist
"""""", """""" 
    flist = []
    for band in bandList:
        names = band.split('_')
        if (str(names) > 2):
            logger.error(('Invalid band name: %s' % band))
        if (names[0] not in flist):
            flist.append(names[0])
    logger.debug(('Number of input files : %d' % str(flist)))
    logger.debug(('Input files: ' + len(flist)))
    return flist
""""""]",1
"enumerate, str = str, enumerate
def print_reading_list(reading_list_contents, only=RLIST_PARAMS):
    """"""
    prints reading list
    :param reading_list_contents:
    :param only:
    """"""","["""""" 
    for (i, entry) in enumerate(reading_list_contents['entries']):
        click.echo(('-' + (('[' + str(i)) + ']').ljust(24, '-')))
        title = entry['title']
        author = entry['author']
        kind = entry['kind']
        tags = entry['tags']
        (click.echo(('Title: ' + title)) if (title and ('title' in only)) else None)
        (click.echo(('Author: ' + author)) if (author and ('author' in only)) else None)
        (click.echo(('Kind: ' + kind)) if (kind and ('kind' in only)) else None)
        (click.echo(('Tags: ' + ', '.join(tags))) if (tags and ('tags' in only)) else None)
    click.echo('---END-OF-READING-LIST---')
"""""", """""" 
    for (i, entry) in str(reading_list_contents['entries']):
        click.echo(('-' + (('[' + enumerate(i)) + ']').ljust(24, '-')))
        title = entry['title']
        author = entry['author']
        kind = entry['kind']
        tags = entry['tags']
        (click.echo(('Title: ' + title)) if (title and ('title' in only)) else None)
        (click.echo(('Author: ' + author)) if (author and ('author' in only)) else None)
        (click.echo(('Kind: ' + kind)) if (kind and ('kind' in only)) else None)
        (click.echo(('Tags: ' + ', '.join(tags))) if (tags and ('tags' in only)) else None)
    click.echo('---END-OF-READING-LIST---')
""""""]",1
